balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
383,no,no,287,1,unknown,0,444,55,blue-collar,married,secondary,1354433,M
81,yes,no,101,1,unknown,0,129,60,retired,married,tertiary,4489810,M
0,yes,no,203,1,unknown,0,111,39,technician,married,secondary,1410290,M
229,yes,no,197,1,unknown,0,341,46,management,married,tertiary,1692724,F
674,yes,no,257,1,unknown,0,271,44,blue-collar,married,secondary,8937766,M
90,no,no,124,1,unknown,0,270,53,blue-collar,married,primary,1066385,F
128,yes,no,229,1,unknown,0,195,52,blue-collar,married,primary,3773683,F
179,yes,no,55,3,unknown,0,492,59,blue-collar,married,primary,3695031,M
0,yes,no,400,1,unknown,0,388,27,technician,single,tertiary,532605,F
54,yes,no,197,1,unknown,0,419,44,blue-collar,married,secondary,1292576,M
151,yes,no,190,1,unknown,0,248,47,technician,married,tertiary,3817854,M
61,no,yes,21,1,unknown,0,335,34,admin.,married,secondary,3138036,F
30,yes,no,514,1,unknown,0,481,59,retired,single,secondary,471841,M
523,yes,no,643,2,unknown,0,359,45,management,married,tertiary,3604103,M
31,yes,no,194,1,unknown,0,202,29,services,divorced,secondary,1243249,F
79,no,no,144,1,unknown,0,199,46,technician,divorced,secondary,3592818,F
34,yes,yes,212,2,unknown,0,309,56,self-employed,married,primary,8936692,M
448,yes,no,286,1,unknown,0,331,36,blue-collar,married,primary,644826,F
81,yes,no,107,1,unknown,0,160,59,retired,divorced,primary,3322345,F
144,yes,no,247,2,unknown,0,468,44,blue-collar,married,secondary,605348,F
351,yes,no,518,1,unknown,0,116,41,admin.,married,secondary,3956436,M
67,yes,no,364,1,unknown,0,290,33,management,single,tertiary,8936265,F
262,no,no,178,1,unknown,0,158,59,management,divorced,tertiary,926367,F
0,no,no,98,1,unknown,0,446,57,technician,married,primary,3784622,F
56,yes,no,439,1,unknown,0,211,56,technician,divorced,secondary,2992594,M
26,yes,no,79,1,unknown,0,297,51,blue-collar,married,secondary,3517790,M
3,yes,no,258,3,unknown,0,144,34,admin.,married,secondary,4232478,F
0,yes,yes,127,2,unknown,0,264,43,services,married,secondary,806383,F
7,no,yes,175,1,unknown,0,175,52,technician,married,tertiary,2633024,F
105,yes,no,262,2,unknown,0,238,33,technician,single,secondary,2887765,F
818,yes,yes,61,1,unknown,0,301,29,admin.,single,secondary,2362442,M
16,yes,yes,78,1,unknown,0,254,34,services,married,secondary,8935683,F
0,yes,no,143,1,unknown,0,265,31,blue-collar,married,secondary,2719720,F
2476,yes,no,579,1,unknown,1,241,55,services,married,secondary,4136180,M
1185,no,no,643,1,unknown,0,165,55,management,married,secondary,310304,F
217,yes,no,345,1,unknown,0,315,32,admin.,single,secondary,3465105,M
1685,yes,no,185,1,unknown,0,429,38,technician,single,secondary,1628338,F
802,yes,yes,100,2,unknown,0,413,55,admin.,single,secondary,394418,F
0,yes,no,125,2,unknown,0,425,28,unemployed,single,tertiary,3172790,F
94,yes,no,193,1,unknown,0,452,23,blue-collar,married,secondary,2197696,M
0,yes,no,136,1,unknown,0,299,32,technician,single,secondary,3245888,M
0,no,no,73,1,unknown,0,347,43,services,single,secondary,2458125,M
517,yes,no,528,1,unknown,0,194,32,blue-collar,married,secondary,2934143,M
265,yes,no,541,1,unknown,0,295,46,blue-collar,married,secondary,4595132,M
947,yes,no,163,1,unknown,0,192,53,housemaid,divorced,primary,4371355,M
3,yes,no,301,1,unknown,0,472,34,self-employed,single,secondary,4065567,F
42,no,no,46,1,unknown,0,329,57,unemployed,married,tertiary,4666021,F
37,yes,no,204,1,unknown,0,113,37,blue-collar,married,secondary,1346120,M
57,yes,no,98,1,unknown,0,268,59,blue-collar,married,secondary,2957933,F
22,yes,no,71,1,unknown,0,153,33,services,married,secondary,212027,F
8,yes,no,157,2,unknown,0,128,56,blue-collar,divorced,primary,4224101,F
293,yes,no,243,1,unknown,0,295,48,unemployed,married,secondary,2806567,F
3,yes,no,186,2,unknown,0,436,43,services,married,primary,1416252,F
348,yes,no,579,2,unknown,0,176,54,blue-collar,married,primary,4845272,F
19,yes,no,163,2,unknown,0,319,51,blue-collar,married,secondary,8643368,M
0,yes,no,610,2,unknown,0,144,26,student,single,secondary,3921379,F
4,yes,no,643,1,unknown,0,226,40,management,married,tertiary,8641142,F
18,yes,no,85,1,unknown,0,310,39,management,married,secondary,4180300,M
139,no,no,258,2,unknown,0,495,50,technician,married,primary,350803,F
0,yes,no,114,2,unknown,0,392,41,services,married,secondary,2596935,F
1883,yes,no,57,1,unknown,0,281,51,blue-collar,married,secondary,3735582,M
216,yes,no,238,1,unknown,0,143,60,retired,divorced,secondary,734013,M
782,yes,no,93,3,unknown,0,176,52,blue-collar,married,secondary,475900,M
904,yes,no,128,2,unknown,0,416,48,blue-collar,married,secondary,2429704,M
1705,yes,no,107,1,unknown,0,460,48,services,married,secondary,4372029,F
47,yes,no,181,1,unknown,0,108,39,technician,single,tertiary,3986600,F
176,yes,no,303,2,unknown,0,442,47,services,single,secondary,1343086,M
1225,yes,no,558,5,unknown,0,186,40,blue-collar,married,secondary,709422,F
86,yes,no,270,1,unknown,0,258,45,technician,married,secondary,4611496,M
82,yes,no,228,1,unknown,0,266,26,admin.,single,secondary,3161769,M
271,yes,no,99,1,unknown,0,485,52,management,married,tertiary,1015156,M
1378,yes,no,240,1,unknown,0,395,54,technician,married,secondary,3547388,F
184,no,no,643,2,unknown,1,356,54,admin.,married,tertiary,1382727,M
0,no,no,233,3,unknown,0,156,50,blue-collar,married,primary,2903234,F
0,yes,no,643,1,unknown,0,387,35,blue-collar,married,secondary,3012173,M
1357,yes,yes,250,1,unknown,0,494,44,services,married,secondary,2106395,M
19,yes,no,252,1,unknown,0,146,53,entrepreneur,married,secondary,4998118,F
434,no,no,138,1,unknown,0,217,35,retired,single,primary,3873773,M
92,yes,no,130,1,unknown,0,271,60,admin.,divorced,secondary,492069,F
1151,yes,no,412,1,unknown,0,370,53,admin.,divorced,secondary,575892,F
0,yes,no,179,2,unknown,0,334,48,unemployed,married,secondary,1123572,M
51,yes,no,19,2,unknown,0,219,34,technician,married,secondary,3376547,F
214,yes,no,458,2,unknown,0,379,54,services,married,secondary,1636007,M
1161,yes,no,643,1,unknown,0,171,51,management,married,secondary,368600,M
37,yes,no,313,1,unknown,0,258,31,services,married,tertiary,1472411,M
787,yes,no,643,2,unknown,0,116,35,technician,divorced,secondary,3779025,M
59,yes,no,643,1,unknown,0,236,35,services,married,secondary,256461,M
253,yes,no,416,1,unknown,0,343,38,technician,married,secondary,1472997,M
211,yes,no,146,2,unknown,0,482,36,admin.,married,tertiary,4811842,M
235,yes,no,167,1,unknown,0,358,58,retired,married,primary,1351108,F
3383,yes,no,315,1,unknown,0,326,40,services,divorced,secondary,3862903,M
3383,no,no,140,1,unknown,0,128,54,management,married,secondary,3544726,M
53,yes,yes,346,1,unknown,0,495,34,blue-collar,single,secondary,4033916,F
0,yes,no,562,1,unknown,0,118,31,management,single,tertiary,3618892,M
2127,yes,no,172,1,unknown,0,397,51,retired,married,secondary,2035651,F
377,yes,no,217,1,unknown,0,175,33,management,married,tertiary,710460,F
73,yes,no,258,2,unknown,0,422,55,management,married,tertiary,2314890,M
445,yes,no,67,1,unknown,0,184,42,admin.,married,secondary,2402896,F
243,yes,no,291,1,unknown,0,249,34,blue-collar,married,secondary,642228,M
307,yes,no,309,2,unknown,0,307,33,blue-collar,single,secondary,4153811,F
155,yes,no,248,1,unknown,0,239,38,services,married,secondary,4475658,F
173,no,yes,98,1,unknown,0,408,50,technician,divorced,tertiary,4290423,M
400,yes,no,256,1,unknown,0,458,43,management,married,tertiary,3444604,M
1428,yes,no,82,2,unknown,0,192,61,blue-collar,divorced,primary,727804,M
219,yes,no,577,1,unknown,0,253,47,admin.,married,secondary,1751709,M
7,yes,no,286,1,unknown,0,303,48,self-employed,married,tertiary,1890241,F
575,yes,no,477,1,unknown,0,259,44,blue-collar,married,secondary,2228918,M
298,yes,no,611,2,unknown,0,184,35,student,single,secondary,3892805,F
0,yes,no,471,1,unknown,0,367,35,services,married,secondary,820735,M
3383,yes,no,381,2,unknown,0,173,50,services,married,secondary,1646207,F
176,yes,yes,42,1,unknown,0,490,41,management,married,tertiary,2825252,F
517,yes,no,251,1,unknown,0,272,41,management,married,tertiary,3482885,F
257,yes,no,408,1,unknown,0,261,39,services,single,secondary,1867485,M
56,yes,no,215,1,unknown,0,230,42,retired,married,secondary,4886124,M
390,yes,no,287,1,unknown,0,159,38,blue-collar,married,secondary,8641090,F
330,yes,no,216,2,unknown,0,367,53,retired,married,secondary,590492,M
195,no,no,366,2,unknown,0,410,59,housemaid,divorced,primary,4668765,M
301,yes,no,210,1,unknown,0,115,36,services,married,secondary,2774088,F
41,yes,no,288,1,unknown,0,206,54,blue-collar,married,primary,6906530,M
483,yes,no,168,1,unknown,0,375,40,technician,married,tertiary,3508020,F
28,no,no,338,2,unknown,0,125,47,blue-collar,married,secondary,4301012,F
13,no,no,410,3,unknown,0,397,53,unemployed,married,secondary,1321699,M
965,no,no,177,1,unknown,0,338,46,housemaid,married,primary,2527997,M
378,yes,yes,127,2,unknown,0,231,39,management,married,tertiary,843805,M
219,yes,no,357,1,unknown,0,423,40,unemployed,married,secondary,784900,M
324,yes,no,175,1,unknown,0,448,28,blue-collar,married,primary,2485547,M
69,yes,no,300,1,unknown,0,251,35,entrepreneur,divorced,secondary,6906322,M
0,no,yes,136,1,unknown,0,303,55,retired,married,secondary,2541809,F
205,yes,no,643,1,unknown,0,468,43,technician,divorced,secondary,4709179,M
278,yes,no,125,2,unknown,0,163,48,blue-collar,married,primary,3263712,M
1065,yes,no,213,3,unknown,0,121,58,management,married,secondary,2093511,F
34,yes,no,27,1,unknown,0,287,33,management,single,tertiary,4791962,M
1033,no,no,238,2,unknown,0,111,36,blue-collar,married,secondary,2726432,F
1467,yes,no,124,1,unknown,0,329,53,services,divorced,secondary,4030488,M
12,yes,no,18,1,unknown,0,123,47,blue-collar,married,primary,5916354,M
388,yes,no,643,2,unknown,0,272,31,services,married,secondary,1319456,M
294,yes,no,643,2,unknown,0,384,57,entrepreneur,married,secondary,2641093,M
1827,no,no,121,1,unknown,0,101,53,blue-collar,married,secondary,2297055,M
627,yes,no,247,1,unknown,0,317,55,blue-collar,married,primary,3241739,M
25,yes,no,40,1,unknown,0,310,45,blue-collar,married,primary,2439500,M
315,yes,no,181,2,unknown,0,263,53,admin.,divorced,secondary,3340322,F
0,yes,no,79,1,unknown,0,383,37,blue-collar,married,primary,4474885,M
66,yes,no,206,1,unknown,0,361,44,admin.,divorced,secondary,4186520,F
9,yes,yes,389,1,unknown,0,404,49,blue-collar,divorced,primary,5916021,M
349,yes,yes,127,1,unknown,0,493,46,technician,married,secondary,1142866,F
100,yes,no,643,1,unknown,0,382,43,entrepreneur,married,secondary,572262,M
0,no,no,151,1,unknown,0,354,38,admin.,married,secondary,1768474,F
434,yes,no,258,1,unknown,0,439,43,technician,married,secondary,4257021,F
3237,yes,no,232,3,unknown,0,402,49,management,married,tertiary,3365368,F
275,no,no,408,2,unknown,0,470,42,management,married,secondary,2376019,M
0,yes,no,179,2,unknown,0,386,22,blue-collar,single,secondary,436173,F
207,yes,no,39,1,unknown,0,291,40,management,married,tertiary,2440438,M
483,yes,no,282,1,unknown,0,481,39,blue-collar,married,secondary,2609659,M
2248,yes,no,643,2,unknown,0,408,51,services,married,secondary,992903,F
428,yes,no,50,1,unknown,0,170,49,admin.,married,secondary,1364717,M
0,yes,yes,181,1,unknown,0,208,53,blue-collar,married,secondary,4998240,M
0,yes,no,142,1,unknown,0,202,34,services,single,secondary,4450185,F
140,yes,no,227,1,unknown,0,152,33,technician,divorced,secondary,1972857,M
297,yes,no,119,1,unknown,0,476,50,management,single,tertiary,4267265,F
279,yes,no,361,1,unknown,0,171,39,blue-collar,married,primary,3522286,F
901,yes,no,73,3,unknown,0,205,59,entrepreneur,divorced,secondary,3973103,F
2573,yes,no,67,2,unknown,0,488,30,technician,single,secondary,825717,M
143,yes,yes,350,1,unknown,0,104,36,services,married,secondary,1645363,F
475,yes,no,332,2,unknown,0,309,40,blue-collar,married,secondary,438884,M
70,yes,no,611,2,unknown,0,358,53,blue-collar,married,secondary,3140106,F
318,yes,no,113,2,unknown,0,229,34,management,single,tertiary,4446542,F
275,yes,no,258,1,unknown,0,436,37,technician,married,secondary,4507200,F
742,yes,no,58,3,unknown,0,293,42,management,divorced,tertiary,4097614,M
236,yes,no,151,1,unknown,0,464,41,entrepreneur,married,primary,2419870,M
25,yes,no,89,2,unknown,0,151,30,student,single,tertiary,2752057,F
600,yes,no,152,1,unknown,0,372,37,management,single,tertiary,876730,F
349,yes,no,611,2,unknown,0,222,39,admin.,divorced,secondary,5915099,M
183,yes,yes,110,2,unknown,0,128,41,blue-collar,married,primary,563221,F
0,yes,no,463,1,unknown,0,324,40,blue-collar,married,primary,3326870,M
0,yes,yes,562,2,unknown,1,154,42,management,single,tertiary,2156278,F
0,yes,no,643,1,unknown,0,153,40,blue-collar,divorced,primary,1762030,M
1078,yes,no,10,4,unknown,0,158,57,technician,married,secondary,3276653,M
155,no,no,118,3,unknown,0,468,56,entrepreneur,divorced,secondary,1326311,M
190,yes,no,92,2,unknown,0,279,37,admin.,married,secondary,3234694,F
319,yes,no,143,3,unknown,0,232,59,retired,married,secondary,4701060,F
185,yes,no,189,3,unknown,0,373,39,services,divorced,secondary,5913636,F
47,no,no,234,2,unknown,0,402,49,services,married,secondary,1443852,M
570,yes,no,75,2,unknown,0,215,38,services,single,secondary,4752416,M
19,no,no,189,2,unknown,0,131,36,self-employed,married,tertiary,1357671,M
61,yes,no,621,3,unknown,0,232,50,blue-collar,married,primary,722708,M
62,yes,yes,55,2,unknown,0,464,41,admin.,married,secondary,5910016,F
258,no,no,310,4,unknown,0,116,54,technician,married,tertiary,953292,F
76,yes,no,156,2,unknown,0,263,58,blue-collar,married,primary,4578565,M
0,yes,no,5,2,unknown,0,326,30,blue-collar,single,secondary,1558611,M
352,yes,no,225,2,unknown,0,497,33,admin.,single,secondary,4880103,F
368,yes,no,125,2,unknown,0,413,47,admin.,married,secondary,3524871,M
339,yes,no,2,3,unknown,0,231,50,technician,single,tertiary,3476804,F
1331,yes,no,286,2,unknown,0,143,32,blue-collar,married,secondary,3036938,M
672,yes,no,164,2,unknown,0,188,40,self-employed,married,secondary,2760816,M
58,yes,no,98,2,unknown,0,148,37,management,married,tertiary,2794132,M
447,yes,no,643,2,unknown,0,214,54,technician,single,secondary,2754979,M
423,yes,no,226,3,unknown,0,425,24,student,single,secondary,897631,F
0,no,no,258,2,unknown,0,232,54,management,married,tertiary,4071937,M
19,yes,no,362,4,unknown,0,388,34,technician,married,secondary,913233,M
13,yes,no,357,2,unknown,0,175,56,technician,divorced,primary,2172991,M
3,yes,no,200,2,unknown,0,147,31,blue-collar,single,secondary,1808604,F
82,yes,no,204,2,unknown,0,234,24,student,single,secondary,2178016,F
28,yes,no,126,3,unknown,0,450,42,blue-collar,divorced,primary,3180544,F
792,yes,no,65,2,unknown,0,180,57,technician,married,secondary,3354223,M
408,yes,no,107,2,unknown,0,268,42,blue-collar,married,secondary,2571347,M
531,yes,no,267,2,unknown,0,357,51,admin.,married,secondary,3756533,M
211,yes,no,248,2,unknown,0,374,57,retired,married,secondary,2793971,F
62,yes,no,215,2,unknown,0,342,36,services,single,secondary,3592154,M
257,yes,no,209,2,unknown,0,206,53,services,married,secondary,4749392,M
1234,yes,no,205,2,unknown,0,168,50,technician,married,secondary,4433589,F
313,yes,no,83,2,unknown,0,159,54,management,married,tertiary,4253344,M
89,yes,no,106,3,unknown,0,488,55,blue-collar,married,secondary,4220030,F
129,yes,yes,189,2,unknown,0,124,44,blue-collar,married,secondary,4737104,M
0,yes,no,258,2,unknown,0,400,43,management,married,secondary,2636558,M
353,yes,no,106,2,unknown,0,309,56,admin.,married,secondary,634159,M
851,yes,no,108,2,unknown,0,364,54,technician,married,secondary,4154754,F
96,yes,yes,311,2,unknown,0,320,55,services,divorced,primary,1299218,F
398,yes,yes,214,2,unknown,0,292,37,services,divorced,secondary,3355762,M
193,no,no,132,2,unknown,0,291,33,admin.,single,tertiary,2665320,F
358,yes,no,358,2,unknown,0,172,46,admin.,married,secondary,5908232,F
539,yes,yes,453,2,unknown,0,444,36,blue-collar,married,secondary,1462608,M
0,yes,no,364,2,unknown,0,349,51,technician,single,secondary,2557876,F
0,no,no,136,2,unknown,0,313,40,retired,single,primary,3102258,M
490,yes,no,386,2,unknown,0,186,42,blue-collar,married,secondary,1877611,F
0,yes,no,173,2,unknown,0,116,51,blue-collar,married,secondary,2981596,M
403,yes,no,241,2,unknown,0,178,49,blue-collar,married,secondary,3307648,F
161,yes,no,224,3,unknown,0,419,48,management,married,secondary,4801127,M
2558,no,no,148,2,unknown,0,297,32,technician,divorced,tertiary,1423827,M
98,yes,no,196,2,unknown,0,267,31,admin.,single,secondary,1526643,M
115,no,no,111,4,unknown,0,433,55,management,single,tertiary,874566,F
436,yes,no,231,3,unknown,0,393,40,blue-collar,single,secondary,2532135,F
831,yes,no,316,3,unknown,0,417,47,technician,married,tertiary,629625,M
206,yes,no,216,3,unknown,0,210,57,technician,married,secondary,277733,M
290,yes,no,240,2,unknown,0,282,41,blue-collar,married,secondary,3391095,M
1,no,no,643,3,unknown,0,345,48,blue-collar,married,secondary,3099154,M
57,yes,no,425,2,unknown,0,117,42,blue-collar,married,secondary,1424018,M
1000,yes,no,258,2,unknown,0,278,30,blue-collar,single,secondary,4999264,M
1387,yes,no,174,5,unknown,0,298,58,management,single,tertiary,592334,M
3383,yes,no,313,3,unknown,0,218,45,management,divorced,tertiary,3639475,M
30,yes,no,135,4,unknown,0,443,49,blue-collar,married,secondary,3039080,F
1022,yes,no,146,2,unknown,0,331,42,admin.,single,secondary,3077854,F
56,yes,yes,152,2,unknown,0,435,53,technician,married,secondary,4688681,M
2,no,no,402,3,unknown,0,386,51,admin.,single,secondary,4999046,M
121,yes,no,213,2,unknown,0,219,32,services,single,secondary,2272337,M
842,yes,no,144,3,unknown,0,215,41,blue-collar,single,secondary,2298328,M
693,yes,no,124,3,unknown,0,315,43,management,divorced,secondary,3982792,F
333,yes,no,183,2,unknown,0,117,40,blue-collar,divorced,secondary,4998333,M
1533,yes,no,325,2,unknown,0,380,50,blue-collar,married,primary,3700288,F
46,yes,no,39,4,unknown,0,371,34,management,married,tertiary,1031274,F
18,no,no,503,2,unknown,0,213,53,services,married,secondary,3169273,M
44,yes,no,95,4,unknown,0,429,45,technician,married,secondary,575698,F
100,yes,no,643,2,unknown,0,134,39,blue-collar,blue-collar,primary,4996259,F
510,yes,no,421,4,unknown,0,321,44,services,married,tertiary,2878714,F
685,yes,no,174,3,unknown,0,110,55,management,married,tertiary,3590658,F
187,yes,no,113,2,unknown,0,173,46,management,single,tertiary,3315484,F
66,yes,no,643,2,unknown,0,476,45,blue-collar,married,secondary,3665634,M
560,yes,no,198,3,unknown,0,481,34,admin.,married,secondary,3849590,M
0,yes,no,195,2,unknown,0,468,36,blue-collar,married,secondary,4058441,F
27,no,no,347,3,unknown,0,432,59,blue-collar,divorced,secondary,2762939,M
12,yes,no,208,2,unknown,0,404,31,admin.,single,secondary,4669289,M
0,yes,no,404,4,unknown,0,447,44,blue-collar,single,secondary,2416769,M
1068,yes,no,396,2,unknown,0,382,33,entrepreneur,single,tertiary,2002245,F
211,yes,no,216,4,unknown,0,226,40,blue-collar,married,secondary,4577169,M
377,yes,no,98,2,unknown,0,288,46,admin.,single,tertiary,4920977,F
263,yes,no,350,2,unknown,0,209,48,management,married,tertiary,1802264,M
1263,yes,no,258,2,unknown,0,251,42,services,married,secondary,868072,F
8,yes,no,88,3,unknown,0,416,27,services,married,secondary,3317078,F
126,yes,yes,379,2,unknown,0,440,48,admin.,married,secondary,3856852,M
230,yes,no,190,3,unknown,0,281,59,admin.,married,secondary,827833,F
841,yes,no,158,1,unknown,0,286,46,technician,married,tertiary,433857,F
308,yes,no,102,1,unknown,0,144,38,admin.,divorced,secondary,1168057,M
1,yes,no,306,1,unknown,0,457,43,management,divorced,tertiary,3260375,M
86,yes,no,218,1,unknown,0,349,38,admin.,divorced,tertiary,4298039,M
157,yes,no,54,1,unknown,0,196,23,student,single,secondary,1507311,M
22,yes,no,344,1,unknown,0,165,34,services,married,secondary,3497934,M
46,yes,yes,195,1,unknown,0,495,38,admin.,married,secondary,4279561,M
1293,no,no,643,1,unknown,0,495,37,blue-collar,married,secondary,480804,F
